risk,zip,latitude,longitude,facility_type,dba_name,address,neighborhood
Risk 1 (High),60657.0,41.9339798046,-87.6460117922,restaurant,5411 empanadas,2850 n clark st ,Lake View
Risk 1 (High),60613.0,41.9493649128,-87.6639331222,restaurant,5411 empanadas,3715 n southport ave ,Wrigleyville
Risk 3 (Low),60609.0,41.7945600708,-87.6319284748,other,55th & dan ryan shell,5458 s wells st ,Fuller Park
Risk 3 (Low),60629.0,41.7931550607,-87.7233037646,other,55th & pulaski shell,5500 s pulaski rd ,West Elsdon
Risk 3 (Low),60632.0,41.7930064778,-87.7330257642,grocery store,55th gas station,4401 w 55th st ,West Elsdon
Risk 3 (Low),60632.0,41.793350913,-87.7233114288,grocery store,55th gas station inc.,5456 s pulaski rd ,West Elsdon
Risk 2 (Medium),60637.0,41.794329106,-87.6182914386,restaurant,55th maxwell,323 e garfield blvd ,Washington Park
Risk 3 (Low),60621.0,41.7938334743,-87.6452072749,grocery store,55th shell mart,801-819 w garfield blvd ,Englewood
Risk 2 (Medium),60636.0,41.7920829819,-87.6549684161,other,56th street family kitchen,5606 s racine ave ,Englewood
Risk 1 (High),60628.0,41.7174348602,-87.6429557179,restaurant,57 rib house,9709 s halsted st ,Washington Heights
Risk 3 (Low),60639.0,41.9092104212,-87.7701582959,grocery store,5747 food and deli,5747 w north ave ,Austin
Risk 3 (Low),60621.0,41.7905242313,-87.648559918,other,57th finest,5701 s sangamon st ,Englewood
Risk 3 (Low),60636.0,41.7901783203,-87.6743394384,grocery store,57th food mart,5700 s damen ave ,Englewood
Risk 3 (Low),60637.0,41.7916241954,-87.5897854521,other,57th street wines,1448 e 57th st ,Hyde Park
Risk 3 (Low),60636.0,41.7904800194,-87.6643450657,other,"57th supermarket, inc.",5659 s ashland ave ,Englewood
Risk 2 (Medium),60651.0,41.9021636154,-87.7716665155,grocery store,5826 division food,5826 w division st ,Austin
Risk 2 (Medium),60621.0,41.7868632013,-87.6499721499,grocery store,59th street food mart,5900 s morgan st ,Englewood
Risk 3 (Low),60629.0,41.7863917207,-87.6876400379,grocery store,59th street market,2535 w 59 st ,Chicago Lawn
Risk 2 (Medium),60622.0,41.9106016138,-87.6771200387,restaurant,6 corners,1950 w north ave ,Wicker Park
Risk 1 (High),60647.0,41.9169095033,-87.6774494267,restaurant,6 degrees,1935 n damen ave ,Bucktown
Risk 1 (High),60606.0,41.8818354659,-87.6338973886,restaurant,6 five chinese restaurant,201 w madison st ,Loop
Risk 2 (Medium),60605.0,41.8743716154,-87.6243795278,restaurant,600 michigan,600 s michigan ave ,Loop
Risk 3 (Low),60611.0,41.8927482092,-87.614686796,grocery store,600 n lakeshore drivemart,600 n lake shore dr ,Streeterville
Risk 3 (Low),60637.0,41.7841021159,-87.609615328,grocery store,61 st food mart inc.,632 e 61st st ,Woodlawn
Risk 2 (Medium),60605.0,41.8739084556,-87.6258377057,restaurant,623 wabash,623 s wabash ave ,Loop
Risk 1 (High),60659.0,41.9953716831,-87.6896587374,other,6243 western inc.,6243 n western ave ,West Ridge
Risk 1 (High),60660.0,41.9975941862,-87.660344865,restaurant,63 bar & grill,6341-6343 n broadway ,Edgewater
Risk 3 (Low),60637.0,41.7805475739,-87.6039383102,restaurant,63rd and drexel mobil,850 e 63rd st ,Woodlawn
Risk 3 (Low),60629.0,41.7790924234,-87.6877040753,grocery store,63rd discount,2541 w 63rd st ,Chicago Lawn
Risk 3 (Low),60636.0,41.7792650795,-87.6696783318,grocery store,63rd food & liquor,1813 w 63rd st ,Englewood
Risk 3 (Low),60629.0,41.7789207625,-87.6991464933,grocery store,63rd food mart,3019 w 63rd st ,Chicago Lawn
Risk 3 (Low),60637.0,41.779608393,-87.6154634618,grocery store,63rd food mart #2 inc.,6317 s dr martin luther king jr dr ,Woodlawn
Risk 3 (Low),60637.0,41.779608393,-87.6154634618,grocery store,"63rd food mart, inc",6317 s dr martin luther king jr dr ,Woodlawn
Risk 3 (Low),60629.0,41.7789207625,-87.6991464933,grocery store,"63rd food mart, inc.",3019 w 63rd st ,Chicago Lawn
Risk 3 (Low),60629.0,41.7788969379,-87.7007575753,grocery store,"63rd foods mart #1, inc.",3101 w 63rd st ,Chicago Lawn
Risk 2 (Medium),60629.0,41.7788969379,-87.7007575753,grocery store,"63rd foods mart #2, inc.",3101 w 63rd st ,Chicago Lawn
Risk 3 (Low),60629.0,41.7789207625,-87.6991464933,grocery store,63rd grocery,3019 w 63rd st ,Chicago Lawn
Risk 1 (High),60629.0,41.779133045,-87.6847066411,grocery store,63rd quick stop,2423 w 63rd st ,Chicago Lawn
Risk 3 (Low),60629.0,41.7785652132,-87.7401304987,other,63rd st burrito & philly steak,4706 w 63rd st ,Clearing
Risk 1 (High),60621.0,41.779513257,-87.6535132947,restaurant,63rd st maxwell street,1137 w 63rd st ,Englewood
Risk 3 (Low),60629.0,41.7785652132,-87.7401304987,other,63rd st. burrito & philly steak,4706 w 63rd st ,Clearing
Risk 1 (High),60604.0,41.8780344283,-87.631171407,restaurant,65 asian kitchken,111 w jackson blvd ,Loop
Risk 2 (Medium),60637.0,41.7770652267,-87.5864809159,grocery store,65th foods corp,6458 s stony island ave ,Woodlawn
Risk 2 (Medium),60629.0,41.7720285567,-87.6930640798,grocery store,"67 store, inc.",6655 s california ave ,Chicago Lawn
Risk 3 (Low),60636.0,41.7720982328,-87.6641646176,grocery store,67th citgo,6700 s ashland ave ,Englewood
Risk 3 (Low),60637.0,41.7729591403,-87.6098889853,grocery store,67th food mart,617 e 67th st ,Woodlawn
Risk 3 (Low),60637.0,41.7729037128,-87.6129812532,grocery store,67th matathon inc.,501-511 e 67th st ,Woodlawn
Risk 2 (Medium),60637.0,41.7734228157,-87.5883368693,grocery store,"67th one stop food & liquor, inc.",1508 e 67th st ,Woodlawn
Risk 3 (Low),60621.0,41.7728093181,-87.6298197873,grocery store,67th wentworth marathon,6659 s wentworth ave ,Grand Crossing
Risk 3 (Low),60621.0,41.7687485118,-87.6443581821,grocery store,69 food mart inc,6901 s halsted st ,Englewood
Risk 2 (Medium),60642.0,41.8942297842,-87.6525207081,restaurant,694 wine & spirits,694 n milwaukee ave ,West Town
Risk 1 (High),60707.0,41.909062153,-87.8002447079,restaurant,6978 soul food,6978 w north ave ,Galewood
Risk 3 (Low),60637.0,41.7691944632,-87.6172383378,grocery store,69th grocery store,331 e 69th st ,Grand Crossing
Risk 2 (Medium),60636.0,41.7685775167,-87.6715131824,other,69th st. certified,1906 w 69th st ,Englewood
Risk 2 (Medium),60641.0,41.9459050644,-87.7469075158,grocery store,7 -  eleven  #33526,3541 n cicero ave ,Portage Park
Risk 2 (Medium),60614.0,41.9220561158,-87.6438108277,other,7 - eleven,2201 n lincoln ave ,Lincoln Park
Risk 2 (Medium),60614.0,41.9236499832,-87.6394549689,grocery store,7 - eleven,2264 n clark st ,Lincoln Park
Risk 3 (Low),60618.0,41.9613431533,-87.7009729822,other,7 - eleven,2900 w montrose ave ,Albany Park
Risk 2 (Medium),60604.0,41.8771467862,-87.6291212332,grocery store,7 - eleven,343 s dearborn st ,Loop
Risk 1 (High),60601.0,41.8868315123,-87.6265560849,grocery store,7 - eleven,35 e wacker dr ,Loop
Risk 3 (Low),60613.0,41.956998501,-87.6640371639,other,7 - eleven,4116 n clark st ,Lake View
Risk 2 (Medium),60630.0,41.9769368877,-87.769074312,grocery store,7 - eleven,5316 n milwaukee ave ,Jefferson Park
Risk 2 (Medium),60646.0,41.9869055245,-87.7778227891,grocery store,7 - eleven,5789 n milwaukee ave ,Jefferson Park
Risk 2 (Medium),60605.0,41.8744811657,-87.6293565399,grocery store,7 - eleven,600 s dearborn ,Printers Row
Risk 2 (Medium),60645.0,42.0050800739,-87.6899247445,grocery store,7 - eleven,6801 n western ave ,West Ridge
Risk 2 (Medium),60601.0,41.8858376877,-87.625918972,grocery store,7 - eleven # 33582,58 e lake st ,Loop
Risk 2 (Medium),60640.0,41.9815651829,-87.6682704629,grocery store,7 -eleven #33841,5457 n clark st ,Andersonville
Risk 3 (Low),60628.0,41.692316732,-87.636476784,other,7 brothers food mart,535 w 111th st ,Roseland
Risk 3 (Low),60628.0,41.7004059922,-87.6427775083,other,7 day food mart inc,10634 s halsted st ,Washington Heights
Risk 2 (Medium),60619.0,41.7512262875,-87.600563843,grocery store,"7 days of chicago, inc.",955 e 79th st ,Chatham
Risk 1 (High),60620.0,41.7248092244,-87.6431577607,restaurant,7 days restaurant,9305 s halsted st ,Washington Heights
Risk 2 (Medium),60614.0,41.9183795461,-87.6486643485,grocery store,7 eleven,2004 n halsted st ,Lincoln Park
Risk 1 (High),60614.0,41.9326487251,-87.6411505683,grocery store,7 eleven,2757 n pine grove ave ,Lincoln Park
Risk 2 (Medium),60634.0,41.9532928473,-87.7670657078,grocery store,7 eleven,5600 w irving park rd ,Portage Park
Risk 2 (Medium),60631.0,41.9943963947,-87.8023944359,grocery store,7 eleven,6200-6204 n sayre ave ,Norwood Park
Risk 2 (Medium),60605.0,41.8717454646,-87.6273770319,other,7 eleven,801 s state st ,Loop
Risk 2 (Medium),60634.0,41.9383623815,-87.7900062882,grocery store,7 eleven # 30099m,6540 w belmont ave ,Dunning
Risk 1 (High),60607.0,41.8790107233,-87.657200592,grocery store,7 eleven # 33727a,200 s racine st ,West Loop
Risk 2 (Medium),60606.0,41.8852571941,-87.633769796,grocery store,7 eleven # 36881a,177 n wells st ,Loop
Risk 2 (Medium),60634.0,41.9532928473,-87.7670657078,grocery store,7 eleven #27421j,5600 w irving park rd ,Portage Park
Risk 2 (Medium),60618.0,41.9537461868,-87.7129631256,grocery store,7 eleven #29150e,3401 w irving park rd ,Irving Park
Risk 2 (Medium),60613.0,41.9491572434,-87.6485266179,grocery store,7 eleven #29726j,3700 n broadway ,Boystown
Risk 2 (Medium),60630.0,41.9769368877,-87.769074312,grocery store,7 eleven #33067h,5316 n milwaukee ave ,Jefferson Park
Risk 3 (Low),60614.0,41.9211783836,-87.6635793853,grocery store,7 eleven #33508,2181 n clybourn ,Lincoln Park
Risk 2 (Medium),60601.0,41.8858376877,-87.625918972,grocery store,7 eleven #33582b,58 e lake st ,Loop
Risk 1 (High),60661.0,41.8778814739,-87.6437510439,grocery store,7 eleven #33726a,627 w jackson blvd ,West Loop
Risk 1 (High),60611.0,41.8965914415,-87.6264671106,grocery store,7 eleven #33729a,45 e chicago ave ,Rush & Division
Risk 2 (Medium),60622.0,41.9085444309,-87.6775569415,grocery store,7 eleven #33734h,1508 n damen ave ,Wicker Park
Risk 3 (Low),60626.0,42.0056178766,-87.6607859372,other,7 eleven #33809h,6801 n sheridan rd ,Rogers Park
Risk 2 (Medium),60626.0,42.0056178766,-87.6607859372,grocery store,7 eleven #33809j,6801 n sheridan rd ,Rogers Park
Risk 2 (Medium),60613.0,41.956998501,-87.6640371639,grocery store,7 eleven #33843,4116 n clark st ,Lake View
Risk 2 (Medium),60654.0,41.8938190484,-87.6279782978,grocery store,7 eleven #33854b,645 n state st ,River North
Risk 2 (Medium),60614.0,41.9251207416,-87.6624771526,grocery store,7 eleven #33875h,1349 w fullerton ave ,Lincoln Park
Risk 2 (Medium),60622.0,41.9174735854,-87.6673400958,grocery store,7 eleven #33956 j,1942 n elston ave ,Bucktown
Risk 2 (Medium),60640.0,41.965489801,-87.6590722083,grocery store,7 eleven #34133a,1138 w wilson ave ,Uptown
Risk 2 (Medium),60602.0,41.8839704685,-87.6325734402,grocery store,7 eleven #34724a,128 n la salle st ,Loop
Risk 3 (Low),60602.0,41.8839704685,-87.6325734402,grocery store,7 eleven #34724j,128 n la salle st ,Loop
Risk 2 (Medium),60610.0,41.90378983,-87.6315154294,grocery store,7 eleven #35015h,101 w division st ,River North
Risk 2 (Medium),60613.0,41.9542365777,-87.6648647402,grocery store,7 eleven #35504a,1415 w irving park rd ,Lake View
Risk 2 (Medium),60657.0,41.9330166669,-87.6682726042,grocery store,7 eleven #35632,2819-2821 n ashland ave ,Lake View
Risk 2 (Medium),60657.0,41.9330166669,-87.6682726042,grocery store,7 eleven #35632a,2819-2821 n ashland ave ,Lake View
Risk 2 (Medium),60647.0,41.9114428702,-87.6793344718,grocery store,7 eleven #35750h,1658 n milwaukee ave ,Wicker Park
Risk 2 (Medium),60642.0,41.8913637037,-87.6477684729,grocery store,7 eleven #35978h,504 n halsted st ,West Town
Risk 2 (Medium),60613.0,41.9582012265,-87.6530347724,restaurant,7 eleven #36793 a,4150 n broadway ,Uptown
Risk 2 (Medium),60630.0,41.9693942218,-87.7618871724,grocery store,7 eleven 33591h,4859 n milwaukee ave ,Jefferson Park
Risk 2 (Medium),60630.0,41.9676824885,-87.7393053431,grocery store,7 eleven#3489104,4771 n elston ave ,Irving Park
Risk 3 (Low),60640.0,41.9651846393,-87.6648705844,other,7 heaven food,1363 w wilson ave ,Uptown
Risk 1 (High),60603.0,41.8800736293,-87.6245118218,restaurant,7 lions bar and cellar,130 s michigan ave ,Loop
Risk 1 (High),60641.0,41.961050458,-87.7283096926,restaurant,"7 mares, inc.",4010-4012 w montrose ave ,Albany Park
Risk 2 (Medium),60607.0,41.8871914685,-87.6590517712,other,7 roasted,316 n elizabeth ,West Loop
Risk 1 (High),60637.0,41.7766888361,-87.6057003493,grocery store,7 seas food & meat mart,6501 s cottage grove ave ,Woodlawn
Risk 3 (Low),60637.0,41.7766888361,-87.6057003493,grocery store,"7 seas food & meat mart, inc",6501 s cottage grove ave ,Woodlawn
Risk 3 (Low),60629.0,41.7789738831,-87.6968972532,grocery store,7 stars food mart inc.,6301 s richmond st ,Chicago Lawn
Risk 2 (Medium),60603.0,41.879988513,-87.630688841,grocery store,7- eleven,125 s clark st ,Loop
Risk 2 (Medium),60647.0,41.9181053424,-87.6777805388,grocery store,7- eleven,2010 n damen ave ,Bucktown
Risk 2 (Medium),60629.0,41.7858256936,-87.7230190712,grocery store,7- eleven,4001 w 59th st ,West Lawn
Risk 2 (Medium),60610.0,41.8898753172,-87.6281490413,grocery store,7- eleven,416-418 n state st ,River North
Risk 1 (High),60611.0,41.8926792201,-87.6178637116,grocery store,7- eleven,600 n mcclurg ct ,Streeterville
Risk 2 (Medium),60605.0,41.8744811657,-87.6293565399,grocery store,7- eleven,600 s dearborn st ,Printers Row
Risk 2 (Medium),60654.0,41.8953758505,-87.6313627087,grocery store,7- eleven #33509j,714 n clark st ,River North
Risk 1 (High),60602.0,41.8839704685,-87.6325734402,grocery store,7-11 34724 b,128 n la salle st ,Loop
Risk 2 (Medium),60655.0,41.7060831053,-87.7024021269,grocery store,7-eleven,10301 s sawyer ave ,Mount Greenwood
Risk 2 (Medium),60610.0,41.9017355869,-87.630067919,grocery store,7-eleven,1036 n dearborn st ,Rush & Division
Risk 2 (Medium),60617.0,41.6991936006,-87.5351347558,grocery store,7-eleven,10759 s ewing ave ,East Side
Risk 2 (Medium),60640.0,41.965489801,-87.6590722083,grocery store,7-eleven,1138 w wilson ave ,Uptown
Risk 2 (Medium),60657.0,41.9397334747,-87.6586519342,grocery store,7-eleven,1153 w belmont ave ,Lake View
Risk 2 (Medium),60614.0,41.9251207416,-87.6624771526,grocery store,7-eleven,1349 w fullerton ave ,Lincoln Park
Risk 1 (High),60607.0,41.8640292109,-87.646975451,grocery store,7-eleven,1350 s halsted st ,"Little Italy, UIC"
Risk 2 (Medium),60622.0,41.9072585964,-87.6728131905,grocery store,7-eleven,1400 n milwaukee ave ,Wicker Park
Risk 2 (Medium),60622.0,41.9085444309,-87.6775569415,grocery store,7-eleven,1508 n damen ave ,Wicker Park
Risk 1 (High),60607.0,41.8693936394,-87.6651523881,grocery store,7-eleven,1524 w taylor st ,"Little Italy, UIC"
Risk 2 (Medium),60640.0,41.9762169249,-87.6741382038,grocery store,7-eleven,1750 w foster ave ,Andersonville
Risk 2 (Medium),60606.0,41.8852571941,-87.633769796,grocery store,7-eleven,177 n wells st ,Loop
Risk 2 (Medium),60606.0,41.8853303744,-87.6355478622,grocery store,7-eleven,180 n franklin st ,Loop
Risk 2 (Medium),60622.0,41.9174735854,-87.6673400958,other,7-eleven,1942 n elston ave ,Bucktown
Risk 2 (Medium),60601.0,41.8857963123,-87.6296461541,grocery store,7-eleven,200 n dearborn st ,Loop
Risk 2 (Medium),60607.0,41.8790107233,-87.657200592,grocery store,7-eleven,200 s racine ave ,West Loop
Risk 2 (Medium),60614.0,41.9183795461,-87.6486643485,other,7-eleven,2004 n halsted st ,Lincoln Park
Risk 3 (Low),60647.0,41.9181053424,-87.6777805388,other,7-eleven,2010 n damen ave ,Bucktown
Risk 3 (Low),60647.0,41.9181071242,-87.6973652954,other,7-eleven,2020 n california ave ,Logan Square
Risk 2 (Medium),60614.0,41.9211783836,-87.6635793853,other,7-eleven,2181 n clybourn ave ,Lincoln Park
Risk 2 (Medium),60614.0,41.9220561158,-87.6438108277,grocery store,7-eleven,2201 n lincoln ave ,Lincoln Park
Risk 2 (Medium),60625.0,41.9685265671,-87.687392897,grocery store,7-eleven,2323 w lawrence ave ,Lincoln Square
Risk 2 (Medium),60647.0,41.9248974023,-87.7003665719,grocery store,7-eleven,2401 n milwaukee ave ,Logan Square
Risk 2 (Medium),60655.0,41.7062678474,-87.6825682396,grocery store,7-eleven,2421 w 103rd st ,Beverly
Risk 2 (Medium),60614.0,41.93015264,-87.6433932764,grocery store,7-eleven,2619 n clark st ,Lincoln Park
Risk 2 (Medium),60614.0,41.9308969386,-87.656598151,grocery store,7-eleven,2710 n lincoln ave ,Sheffield & DePaul
Risk 2 (Medium),60707.0,41.9307444173,-87.8063452909,grocery store,7-eleven,2759 n harlem ave ,Montclare
Risk 2 (Medium),60618.0,41.9540833177,-87.6983027701,grocery store,7-eleven,2800 w irving park rd ,Irving Park
Risk 2 (Medium),60602.0,41.8819653303,-87.6267932216,grocery store,7-eleven,29 e madison st ,Loop
Risk 2 (Medium),60657.0,41.9376705774,-87.6441735925,grocery store,7-eleven,3101 n broadway ,Lake View
Risk 1 (High),60606.0,41.8794727972,-87.635807481,grocery store,7-eleven,318 w adams st ,Loop
Risk 2 (Medium),60616.0,41.8363718274,-87.6263807898,grocery store,7-eleven,3201 s state st ,Douglas
Risk 2 (Medium),60618.0,41.9537461868,-87.7129631256,grocery store,7-eleven,3401 w irving park rd ,Irving Park
Risk 3 (Low),60610.0,41.8886333289,-87.6323625275,other,7-eleven,343 n la salle dr ,River North
Risk 2 (Medium),60654.0,41.8886333289,-87.6323625275,grocery store,7-eleven,343 n la salle st ,River North
Risk 1 (High),60641.0,41.9459050644,-87.7469075158,grocery store,7-eleven,3541 n cicero ave ,Portage Park
Risk 2 (Medium),60613.0,41.9491572434,-87.6485266179,grocery store,7-eleven,3700 n broadway ,Boystown
Risk 2 (Medium),60618.0,41.9504271259,-87.6882158438,grocery store,7-eleven,3801 n western ave ,North Center
Risk 3 (Low),60613.0,41.956998501,-87.6640371639,other,7-eleven,4116 n clark st ,Lake View
Risk 3 (Low),60613.0,41.9584595116,-87.6528737544,other,7-eleven,4155 n broadway ,Uptown
Risk 2 (Medium),60618.0,41.9607313565,-87.7132761336,grocery store,7-eleven,4346 n kimball ave ,Irving Park
Risk 2 (Medium),60632.0,41.7930080284,-87.732645515,grocery store,7-eleven,4353 w 55th st ,West Elsdon
Risk 2 (Medium),60629.0,41.7786249931,-87.7350293641,grocery store,7-eleven,4500 w 63rd st ,West Lawn
Risk 2 (Medium),60625.0,41.9657916722,-87.6886707654,grocery store,7-eleven,4631 n western ave ,Lincoln Square
Risk 2 (Medium),60630.0,41.9676824885,-87.7393053431,grocery store,7-eleven,4771 n elston ave ,Irving Park
Risk 2 (Medium),60630.0,41.9693942218,-87.7618871724,grocery store,7-eleven,4859 n milwaukee ave ,Jefferson Park
Risk 2 (Medium),60625.0,41.9761211219,-87.6893073156,grocery store,7-eleven,5206 n western ave ,Lincoln Square
Risk 2 (Medium),60656.0,41.9762654513,-87.8367659911,grocery store,7-eleven,5320 n cumberland ave ,O'Hare
Risk 2 (Medium),60605.0,41.8750105732,-87.627474631,restaurant,7-eleven,535 s state st ,Loop
Risk 3 (Low),60605.0,41.8750105732,-87.627474631,other,7-eleven,535 s state st bldg ,Loop
Risk 3 (Low),60639.0,41.9312305626,-87.7610563272,other,7-eleven,5355 w diversey ave ,Belmont Cragin
Risk 2 (Medium),60640.0,41.9815651829,-87.6682704629,grocery store,7-eleven,5457 n clark st ,Andersonville
Risk 2 (Medium),60661.0,41.8832856181,-87.6417467608,grocery store,7-eleven,550 w washington blvd ,West Loop
Risk 2 (Medium),60659.0,41.9833767649,-87.7139116593,grocery store,7-eleven,5610 n kimball ave ,North Park
Risk 2 (Medium),60661.0,41.8855942896,-87.6425260044,grocery store,7-eleven,567 w lake st ,West Loop
Risk 3 (Low),60601.0,41.8858376877,-87.625918972,other,7-eleven,58 e lake st ,Loop
