risk,zip,latitude,longitude,facility_type,dba_name,address,neighborhood
Risk 1 (High),60610.0,41.9110131487,-87.6380177117,restaurant,subway  5183,333 w north ave ,Old Town
Risk 2 (Medium),60614.0,41.9262134841,-87.6407065267,restaurant,subway # 23333,2421 n clark st ,Lincoln Park
Risk 1 (High),60605.0,41.8767946859,-87.6289990614,restaurant,subway # 26771,35 w van buren st ,Loop
Risk 1 (High),60606.0,41.8805282649,-87.6355693809,restaurant,subway # 26817-309 w. monroe,309 w monroe st ,Loop
Risk 1 (High),60603.0,41.8816311873,-87.6260524253,restaurant,subway #23340,17 s wabash ave ,Loop
Risk 2 (Medium),60610.0,41.9100256008,-87.6345280708,restaurant,subway #23983,1529 n wells st ,Old Town
Risk 3 (Low),60605.0,41.8656758724,-87.6259435313,other,subway #24265,1300 s wabash ave ,Near South Side
Risk 1 (High),60641.0,41.954758996,-87.7495673901,restaurant,subway #25073,4070 n milwaukee ave ,Portage Park
Risk 1 (High),60603.0,41.8802633722,-87.6245049804,restaurant,subway #25917,122 s michigan ave ,Loop
Risk 1 (High),60605.0,41.8767946859,-87.6289990614,restaurant,subway #267771,35 w van buren st ,Loop
Risk 1 (High),60604.0,41.8783719806,-87.6253732802,restaurant,subway #3333,62 e jackson blvd ,Loop
Risk 1 (High),60615.0,41.8019018921,-87.6219262879,restaurant,subway #4267,115 e 51st st ,Washington Park
Risk 2 (Medium),60615.0,41.8019018921,-87.6219262879,restaurant,subway #42676,115 e 51st st ,Washington Park
Risk 1 (High),60606.0,41.8792728388,-87.6341031984,restaurant,subway #44541,211 w adams st ,Loop
Risk 1 (High),60601.0,41.8865673709,-87.6243846706,restaurant,subway #45927,233 n michigan ave ,Loop
Risk 1 (High),60601.0,41.8856389808,-87.6290500154,restaurant,subway #51581,29 w lake st ,Loop
Risk 1 (High),60637.0,41.7799265043,-87.6057729383,restaurant,subway #65029,6315 s cottage grove ave ,Woodlawn
Risk 1 (High),60606.0,41.8772591923,-87.6350413417,restaurant,subway #7706,335 s franklin st ,Loop
Risk 1 (High),60607.0,41.8695662816,-87.6542783789,restaurant,subway / tcby,1100 w taylor st ,"Little Italy, UIC"
Risk 1 (High),60608.0,41.8370868238,-87.6655828525,restaurant,subway 10266,3125 s ashland ave ,Mckinley Park
Risk 1 (High),60657.0,41.9360487041,-87.6444099814,restaurant,subway 1121,2938 n broadway ,Lake View
Risk 1 (High),60630.0,41.9767523138,-87.7284136216,restaurant,subway 14641,5240 n pulaski rd ,North Park
Risk 1 (High),60610.0,41.8972688397,-87.6283623459,restaurant,subway 24379,816 n state st ,Rush & Division
Risk 2 (Medium),60604.0,41.8784107831,-87.6278308533,restaurant,subway 24454,242 s state st ,Loop
Risk 1 (High),60614.0,41.9250666589,-87.6663341536,restaurant,subway 25064,1513 w fullerton ave ,Lincoln Park
Risk 1 (High),60618.0,41.9330986774,-87.7137797585,restaurant,subway 26199,2851 n milwaukee ave ,Avondale
Risk 1 (High),60647.0,41.9285241584,-87.6822846606,restaurant,subway 275,2579 n elston ave ,Bucktown
Risk 3 (Low),60647.0,41.9172942446,-87.7065452895,other,subway 28327,3129 w armitage ave ,Logan Square
Risk 1 (High),60603.0,41.8801246604,-87.6278719448,restaurant,subway 28330,120 s state st ,Loop
Risk 1 (High),60609.0,41.7944240472,-87.644438715,restaurant,subway 34028,742 w garfield blvd ,New City
Risk 1 (High),60626.0,41.9995950555,-87.6605317915,restaurant,subway 3634,6449 n sheridan rd ,Rogers Park
Risk 1 (High),60654.0,41.8879624081,-87.6293957639,restaurant,subway 48735,317 n dearborn st ,River North
Risk 1 (High),60642.0,41.9045021072,-87.6482668678,restaurant,subway 50886,1234 n halsted st ,River North
Risk 1 (High),60606.0,41.8852571941,-87.633769796,restaurant,subway 7709,177 n wells st ,Loop
Risk 1 (High),60622.0,41.9005249572,-87.6994329536,restaurant,subway at norwegian american hospital,1044 n francisco ave ,Humboldt Park
Risk 1 (High),60614.0,41.9250666589,-87.6663341536,restaurant,subway fullerton & ashland,1513 w fullerton ave ,Lincoln Park
Risk 3 (Low),60631.0,42.0025814331,-87.8160703608,other,subway of edison  park,6694 n northwest hwy ,Edison Park
Risk 1 (High),60607.0,41.8655994033,-87.6470178597,restaurant,subway restaurant,1252 s halsted st ,"Little Italy, UIC"
Risk 1 (High),60641.0,41.9361419119,-87.7269521261,restaurant,subway restaurant,3025 n pulaski rd ,Avondale
Risk 1 (High),60647.0,41.931921465,-87.7077419067,restaurant,subway restaurant,3207 w diversey ave ,Logan Square
Risk 1 (High),60639.0,41.9169392924,-87.7359473341,restaurant,subway restaurant,4351 w armitage ave ,Hermosa
Risk 1 (High),60651.0,41.8948146993,-87.756302159,restaurant,subway restaurant,5215 w chicago ave ,Austin
Risk 1 (High),60644.0,41.8799780653,-87.7745816701,restaurant,subway restaurant,5973 w madison st ,Austin
Risk 1 (High),60614.0,41.9216337111,-87.6531722194,restaurant,subway restaurant,953 w webster ave ,Lincoln Park
Risk 1 (High),60630.0,41.9622348116,-87.7277137182,restaurant,subway restaurant #35406,4445 n pulaski ,Albany Park
Risk 3 (Low),60625.0,41.9685144615,-87.7128846655,other,subway restaurant 1,3348 w lawrence ave ,Albany Park
Risk 1 (High),60666.0,42.0085364009,-87.9144284393,restaurant,subway sandwich,11601 w touhy ave ,other
Risk 1 (High),60660.0,41.9907924159,-87.679365194,restaurant,subway sandwich,1958 w peterson ave ,West Ridge
Risk 1 (High),60611.0,41.893482261,-87.6219784142,restaurant,subway sandwich,226 e ontario st ,Streeterville
Risk 1 (High),60605.0,41.8739252797,-87.6308034013,restaurant,subway sandwich,630 s clark st ,Loop
Risk 3 (Low),60629.0,41.7752865557,-87.7228192824,other,subway sandwich,6450 s pulaski rd ,West Lawn
Risk 1 (High),60620.0,41.7503223874,-87.6441824061,restaurant,subway sandwich,7908 s halsted st ,Auburn Gresham
Risk 1 (High),60620.0,41.7495336155,-87.6829797106,restaurant,subway sandwich,7918 s western ave ,Ashburn
Risk 3 (Low),60610.0,41.8972688397,-87.6283623459,other,subway sandwich,816 n state st ,Rush & Division
Risk 1 (High),60608.0,41.8521425892,-87.6853605775,restaurant,subway sandwich & salad,2352 w cermak rd ,Lower West Side
Risk 1 (High),60640.0,41.9789135297,-87.6600865504,restaurant,subway sandwich & salad,5324 n broadway ,Edgewater
Risk 2 (Medium),60634.0,41.9526508276,-87.8078247765,other,subway sandwich & salad,7213 w irving park rd ,Dunning
Risk 1 (High),60649.0,41.7606323833,-87.5863326622,restaurant,subway sandwich & salad,7358 s stony island ave ,South Shore
Risk 1 (High),60616.0,41.8379390914,-87.645963751,restaurant,subway sandwich & salad,753 w 31st st ,Bridgeport
Risk 1 (High),60652.0,41.7481155457,-87.7411576501,other,subway sandwich & salad,7949 s cicero ave ,Ashburn
Risk 1 (High),60647.0,41.9103989782,-87.6902068286,other,subway sandwich & salads,2512 w north ave oob,Wicker Park
Risk 1 (High),60623.0,41.8405369504,-87.7047733311,restaurant,subway sandwich & salads,2811 s kedzie ave ,Little Village
Risk 1 (High),60644.0,41.8799780653,-87.7745816701,restaurant,subway sandwich & salads,5973 w madison st ,Austin
Risk 1 (High),60641.0,41.941701771,-87.7278906924,restaurant,subway sandwich and salads,3329 n milwaukee ave ,Irving Park
Risk 3 (Low),60640.0,41.9688868981,-87.6776252283,other,subway sandwich shop,1938 w lawrence ave ,Lincoln Square
Risk 1 (High),60616.0,41.8475580502,-87.6454959917,restaurant,subway sandwich shop,2477 s archer ave ,Bridgeport
Risk 1 (High),60657.0,41.9327030316,-87.6682594142,restaurant,subway sandwich shop,2809 n ashland ave ,Lake View
Risk 3 (Low),60609.0,41.815329858,-87.6652879904,other,subway sandwich shop,4316 s ashland ave ,New City
Risk 1 (High),60659.0,41.9976770767,-87.6992489782,restaurant,subway sandwich store,2750 w devon ave ,West Ridge
Risk 1 (High),60607.0,41.8831718348,-87.6521331004,restaurant,subway sandwiches,1000 w washington blvd ,West Loop
Risk 1 (High),60610.0,41.9021275326,-87.6285013992,restaurant,subway sandwiches,1110 n state st ,Rush & Division
Risk 1 (High),60660.0,41.9944473051,-87.659936579,restaurant,subway sandwiches,1139 w granville ave ,Edgewater
Risk 1 (High),60661.0,41.879957071,-87.6412800038,restaurant,subway sandwiches,118 s clinton st ,West Loop
Risk 1 (High),60614.0,41.9256853465,-87.6493084393,restaurant,subway sandwiches,2412 n lincoln ave ,Sheffield & DePaul
Risk 1 (High),60639.0,41.9279952887,-87.7857523647,restaurant,subway sandwiches,2620 n narragansett ave ,Belmont Cragin
Risk 1 (High),60614.0,41.931187334,-87.6770555951,restaurant,subway sandwiches,2754 n clybourn ave ,Lincoln Park
Risk 1 (High),60618.0,41.9540833177,-87.6983027701,restaurant,subway sandwiches,2800-b w irving park rd ,Irving Park
Risk 1 (High),60661.0,41.8773993937,-87.6423706465,restaurant,subway sandwiches,319 s jefferson st ,West Loop
Risk 1 (High),60606.0,41.8772591923,-87.6350413417,restaurant,subway sandwiches,335 s franklin st ,Loop
Risk 1 (High),60618.0,41.9538540489,-87.7187666891,restaurant,subway sandwiches,3620 w irving park rd ,Irving Park
Risk 1 (High),60618.0,41.9535436903,-87.7127434654,restaurant,subway sandwiches,3951 n kimball ave ,Irving Park
Risk 1 (High),60630.0,41.9681046544,-87.730537781,restaurant,subway sandwiches,4101 w lawrence ave ,Albany Park
Risk 3 (Low),60639.0,41.9104262859,-87.7374949386,other,subway sandwiches,4435 w grand ave ,Humboldt Park
Risk 1 (High),60630.0,41.9622348116,-87.7277137182,restaurant,subway sandwiches,4445 n pulaski rd ,Albany Park
Risk 1 (High),60661.0,41.8819943382,-87.6397586849,restaurant,subway sandwiches,500 w madison st ,West Loop
Risk 1 (High),60619.0,41.7652246921,-87.6234391855,restaurant,subway sandwiches,7108 s wabash ave ,Grand Crossing
Risk 1 (High),60609.0,41.7944240472,-87.644438715,restaurant,subway sandwiches,742 w garfield blvd ,New City
Risk 1 (High),60626.0,42.019097898,-87.6735667641,restaurant,subway sandwiches,7549-7551 n paulina st ,Rogers Park
Risk 1 (High),60604.0,41.8780410038,-87.6304934491,other,subway sandwiches,77 w jackson blvd ,Loop
Risk 1 (High),60607.0,41.8780508401,-87.6476537644,restaurant,subway sandwiches,808 w jackson blvd ,Greektown
Risk 1 (High),60617.0,41.7299824883,-87.551401267,restaurant,subway sandwiches,9100 s commercial ave ,South Chicago
Risk 3 (Low),60628.0,41.7208760487,-87.6433459203,other,subway sandwiches,9518 s halsted st ,Washington Heights
Risk 1 (High),60613.0,41.9615238247,-87.6660398556,restaurant,subway sandwiches #22222,1427 w montrose ave ,Lake View
Risk 1 (High),60645.0,42.0194208806,-87.6896908395,restaurant,subway sandwiches #27143,2349 w howard st ,West Ridge
Risk 1 (High),60614.0,41.913129672,-87.6528173045,restaurant,subway sandwiches & salad,1762 n clybourn ave ,Lincoln Park
Risk 2 (Medium),60654.0,41.8900708477,-87.6357552451,restaurant,subway sandwiches & salad,304 w hubbard st ,River North
Risk 3 (Low),60602.0,41.8833171466,-87.6329165719,other,subway sandwiches & salads,166 w washington st ,Loop
Risk 1 (High),60614.0,41.918436692,-87.6385103495,restaurant,subway sandwiches & salads,352 w armitage ave ,Lincoln Park
Risk 1 (High),60630.0,41.9729082412,-87.7480617787,restaurant,subway sandwiches & salads,5050 n cicero ave ,"Sauganash,Forest Glen"
Risk 3 (Low),60640.0,41.9789135297,-87.6600865504,other,subway sandwiches & salads,5324 n broadway ,Edgewater
Risk 1 (High),60646.0,41.9964471776,-87.7872072309,restaurant,subway sandwiches & salads,6352 n milwaukee ave ,Norwood Park
Risk 1 (High),60623.0,41.85166707,-87.7240869642,restaurant,subway sandwiches and salad,3946 w cermak rd ,North Lawndale
Risk 2 (Medium),60614.0,41.9250666589,-87.6663341536,restaurant,subway sandwiches and salads,1513 w fullerton ave ,Lincoln Park
Risk 1 (High),60639.0,41.9240441742,-87.7689409788,restaurant,subway sanwich shop,5710 w fullerton ave ,Belmont Cragin
Risk 3 (Low),60610.0,41.8906847439,-87.6278849974,other,subway sanwiches & salads,447 n state st ,River North
Risk 1 (High),60613.0,41.9616129706,-87.6753618658,restaurant,subway store  # 25458,1818 w montrose ave ,Lincoln Square
Risk 1 (High),60625.0,41.9645555834,-87.7084975902,restaurant,subway store #30969,4552 n kedzie ave ,Albany Park
Risk 1 (High),60615.0,41.8019018921,-87.6219262879,restaurant,subway subs and salads,115 e 51st st ,Washington Park
Risk 1 (High),60634.0,41.9363463917,-87.7662738608,restaurant,subway-sandwich,3051 n central ave ,Belmont Cragin
Risk 1 (High),60636.0,41.7803488007,-87.66438884,other,subways,6230 s ashland ave ,Englewood
Risk 3 (Low),60612.0,41.8856716415,-87.6817722328,other,succezz,2201 w walnut st ,United Center
Risk 3 (Low),60625.0,41.9677993025,-87.7134952592,other,suck chon restaurant,4740 n kimball ave ,Albany Park
Risk 2 (Medium),60612.0,41.883241758,-87.6776487138,school,suder montessori elementary,2022 w washington blvd. (100n) ,United Center
Risk 3 (Low),60636.0,41.7719710503,-87.6733161268,grocery store,sufwan laundries,1951 w marquette rd ,Englewood
Risk 2 (Medium),60651.0,41.8952972834,-87.721799771,restaurant,suga ray's sports grill,3813-3815 w chicago ave ,Humboldt Park
Risk 1 (High),60651.0,41.8952972834,-87.721799771,restaurant,suga rays social affair inc.,3813-15 w chicago ave ,Humboldt Park
Risk 3 (Low),60657.0,41.939465995,-87.678081892,other,sugar,1955 w belmont ave ,North Center
Risk 3 (Low),60610.0,41.8936078735,-87.6328005609,other,sugar & brown's,640 n la salle dr ,River North
Risk 3 (Low),60602.0,41.883621281,-87.6260845978,other,sugar bliss cake boutique,115 n wabash ave ,Loop
Risk 2 (Medium),60654.0,41.8910754076,-87.6368726772,bakery,sugar bliss cake boutique,509 n orleans st ,River North
Risk 2 (Medium),60603.0,41.8802207825,-87.6263010961,restaurant,sugar bliss patisserie,122 s wabash ave ,Loop
Risk 3 (Low),60657.0,41.9353870066,-87.6440960091,other,sugar buzz,2909 n broadway ,Lake View
Risk 1 (High),60611.0,41.8915907411,-87.6258671372,restaurant,sugar factory,55 e grand ave ,River North
Risk 2 (Medium),60614.0,41.9182156895,-87.6533098664,restaurant,sugar fixe macaron,958 w armitage ave ,Lincoln Park
Risk 2 (Medium),60618.0,41.9465043896,-87.7092916405,restaurant,sugar hills bakery,3235 w addison ave ,Avondale
Risk 2 (Medium),60619.0,41.75848317,-87.6170413625,bakery,sugar mama,328 e 75th st ,Grand Crossing
Risk 2 (Medium),60628.0,41.7075638385,-87.6087499251,grocery store,sugar shack plus,10255 s st lawrence ave ,Roseland
Risk 2 (Medium),60155.0,,,other,sugarpie bakery and cafe llc,2249 s 22nd ave ,other
Risk 3 (Low),60612.0,41.8874340503,-87.6818494943,other,"sugarpie bakery and cafe,llc",324 n leavitt st ,United Center
Risk 1 (High),60647.0,41.9273888534,-87.7044280567,restaurant,suite 25,2529 n milwaukee ave ,Logan Square
Risk 1 (High),60620.0,41.7502941068,-87.6600922922,children's services facility,"suite little feet, inc",1439-1443 w 79th st ,Auburn Gresham
Risk 3 (Low),60610.0,41.9089260384,-87.6347876346,other,suite lounge,1446 n wells st ,Old Town
Risk 1 (High),60659.0,41.9975395077,-87.6946150622,restaurant,sukhadia sweets & snacks,2557-2559 w devon ave ,West Ridge
Risk 2 (Medium),60639.0,41.917049819,-87.727076061,restaurant,sulko's resturant,4011 w armitage ave ,Hermosa
Risk 1 (High),60626.0,42.0026869364,-87.6691553254,school,sullivan  (h/s),6631 n bosworth ave ,Rogers Park
Risk 2 (Medium),60617.0,41.7462901276,-87.5785494555,school,sullivan house high school,8164 s south chicago ave ,Avalon Park
Risk 2 (Medium),60628.0,41.6914156408,-87.6425003571,restaurant,sullivan's original,11130 s halsted st ,Morgan Park
Risk 1 (High),60654.0,41.8897830872,-87.6294536001,restaurant,sullivan's steakhouse,415 n dearborn st ,River North
Risk 1 (High),60622.0,41.9086197273,-87.6492945709,restaurant,sully's house,1501 n dayton st ,River North
Risk 1 (High),60647.0,41.9103329301,-87.6797158545,restaurant,sultan 's  market,2057 w north ave ,Wicker Park
Risk 1 (High),60614.0,41.9284334588,-87.6420123691,restaurant,sultan's,2521 n clark st ,Lincoln Park
Risk 1 (High),60647.0,41.9103329301,-87.6797158545,restaurant,sultan's market,2057 w north ave ,Wicker Park
Risk 1 (High),60654.0,41.8948304919,-87.6343005385,restaurant,sumi robata bar,700-702 n wells st ,River North
Risk 1 (High),60616.0,41.8559442086,-87.6281709712,daycare above and under 2 years,summa cum laude inc.,1929 s archer ave ,Near South Side
Risk 1 (High),60660.0,41.9944546881,-87.6592890217,restaurant,summer,1123 w granville ave ,Edgewater
Risk 1 (High),60666.0,42.0085364009,-87.9144284393,restaurant,summer house (t2 main),11601 w touhy ave ,other
Risk 1 (High),60614.0,41.9175411268,-87.6486290103,restaurant,summer house santa monica/stella barra pizzeria,1954 n halsted st ,Lincoln Park
Risk 2 (Medium),60626.0,42.0137736926,-87.6803007317,grocery store,summit grocery,7300 n rogers ave ,Rogers Park
Risk 1 (High),60614.0,41.9133668646,-87.6530507892,restaurant,sumo restaurant,1751 n sheffield ave ,Lincoln Park
Risk 1 (High),60657.0,41.9359892568,-87.6444085873,restaurant,sumo sushi & hibachi,2936 n broadway ,Lake View
Risk 2 (Medium),60644.0,41.8863317359,-87.7551377662,restaurant,sun  sumrine fast food,321 n laramie ave ,Austin
Risk 1 (High),60607.0,41.8854512412,-87.6534484556,catering,sun & moon company,1035 w lake st ,West Loop
Risk 3 (Low),60641.0,41.9604624235,-87.7597259783,other,sun cafe,5259 w montrose ave ,Portage Park
Risk 3 (Low),60623.0,41.8515534605,-87.7150592862,grocery store,sun food mart,3601 w cermak rd ,Little Village
Risk 1 (High),60634.0,41.9471264512,-87.7669470218,grocery store,sun fresh market & deli,3640 n central ave ,Portage Park
Risk 3 (Low),60660.0,41.9944657079,-87.6583928132,other,sun liquors,1101 w granville ave ,Edgewater
Risk 3 (Low),60624.0,41.8663146885,-87.7227985037,other,sun shine food & liquor inc,3900 w roosevelt rd ,North Lawndale
Risk 3 (Low),60640.0,41.98128895,-87.6682475163,other,sun shine restaurant,5449 n clark st ,Andersonville
Risk 1 (High),60647.0,41.9107971096,-87.6773246972,restaurant,"sun smile, corp",1611 n damen ave ,Wicker Park
Risk 2 (Medium),60644.0,41.8863317359,-87.7551377662,restaurant,sun sub and chicken,321 n laramie ave ,Austin
Risk 3 (Low),60640.0,41.9731545842,-87.6584759241,other,sun sun snack shop inc,1117 w argyle st ,Uptown
Risk 3 (Low),60616.0,41.8510920727,-87.632124026,grocery store,sun sun tong co,2260 s wentworth ave ,Chinatown
Risk 1 (High),60640.0,41.9733646884,-87.6591225929,other,sun wah bar-b-q inc co,1132-1134 w argyle st ,Uptown
Risk 1 (High),60640.0,41.9738502895,-87.659653582,restaurant,sun wah bar-b-q inc co,5039-5043 n broadway ,Uptown
Risk 3 (Low),60616.0,41.8490424155,-87.6323626725,grocery store,sun wong company,209 w 24th st ,Chinatown
Risk 1 (High),60609.0,41.8088314283,-87.6412508047,other,"sun xien soy products,llc",613 w 47th st ,New City
Risk 3 (Low),60620.0,41.7507638068,-87.643308429,grocery store,sunburst food & liquor inc,742 w 79th st ,Auburn Gresham
Risk 1 (High),60654.0,41.8909242213,-87.6316177902,restaurant,sunda,110 w illinois st ,River North
Risk 2 (Medium),60645.0,41.9981111071,-87.6860908497,grocery store,sundarban's fish bar,6409 n bell ave ,West Ridge
Risk 1 (High),60612.0,41.8874340503,-87.6818494943,catering,sunday dinner,324 n leavitt st ,United Center
Risk 1 (High),60625.0,41.9665327147,-87.6808858062,other,sunday dinner,4646 n seeley ave ,Lincoln Square
Risk 3 (Low),60606.0,41.8782277031,-87.6338047868,grocery store,sundry shop,200 w jackson blvd ,Loop
Risk 3 (Low),60613.0,41.9503491335,-87.6639611615,other,sunflour bakery,3751 n southport ave ,Wrigleyville
